flag_labelx,FMN1,FMD1,MFMD1,MFMN1,MMAV11,MMAV21,MAV1,SSI1,WAMP1,WL1,ZC1,IEMG1,VAR1,SSC1,RMS1,FR1,FMN2,FMD2,MFMD2,MFMN2,MMAV12,MMAV22,MAV2,SSI2,WAMP2,WL2,ZC2,IEMG2,VAR2,SSC2,RMS2,FR2
1,2966.108,501.762,111.449,2648.672,0.161,0.114,0.215,3.027,0,0.352,0,13.801,0,0,0.027,0,2966.108,501.762,111.449,2648.672,2.285,1.602,3.065,609.674,0,3.583,0,196.185,0.129,0,0.385,0
1,2965.651,342.627,92.407,2642.843,0.132,0.092,0.178,2.063,0,0.312,0,11.398,0,0,0.022,0,2965.651,342.627,92.407,2642.843,2.284,1.603,3.064,609.323,0,3.343,0,196.103,0.131,0,0.385,0
1,2965.437,430.027,104.17,2641.093,0.149,0.104,0.199,2.594,0,0.321,0,12.781,0,0,0.025,0,2965.437,430.027,104.17,2641.093,2.289,1.607,3.069,611.165,0,3.484,0,196.418,0.13,0,0.386,0
1,2966.413,430.243,103.717,2647.536,0.149,0.105,0.199,2.595,0,0.34,0,12.782,0,0,0.025,0,2966.413,430.243,103.717,2647.536,2.289,1.607,3.069,611.498,0,3.589,0,196.472,0.13,0,0.386,0
1,2967.395,317.053,88.375,2652.616,0.128,0.09,0.171,1.914,0,0.318,0,10.974,0,0,0.021,0,2967.395,317.053,88.375,2652.616,2.288,1.605,3.069,611.409,0,3.64,0,196.425,0.133,0,0.386,0
1,2964.857,343.339,92.566,2639.469,0.132,0.093,0.178,2.067,0,0.312,0,11.405,0,0,0.022,0,2964.857,343.339,92.566,2639.469,2.289,1.606,3.07,611.837,0,3.69,0,196.503,0.132,0,0.386,0
1,2968.522,348.923,92.54,2655.144,0.134,0.094,0.18,2.113,0,0.328,0,11.521,0,0,0.022,0,2968.522,348.923,92.54,2655.144,2.29,1.607,3.07,612.165,0,3.58,0,196.543,0.134,0,0.386,0
1,2963.203,309.544,88.76,2631.963,0.125,0.088,0.169,1.868,0,0.283,0,10.827,0,0,0.021,0,2963.203,309.544,88.76,2631.963,2.288,1.606,3.067,610.697,0,3.573,0,196.316,0.132,0,0.386,0
0,2963.95,15666.951,624.819,2637.372,0.905,0.652,1.198,94.046,0,1.735,0,76.732,0.032,0,0.151,0,2963.95,15666.951,624.819,2637.372,0.032,0.002,0.062,4.349,0,3.643,0,4.02,0.064,0,0.032,0
0,2966.61,29852.36,863.819,2647.122,1.246,0.884,1.66,179.558,0,2.782,0,106.277,0.048,0,0.209,0,2966.61,29852.36,863.819,2647.122,2.001,1.398,2.689,464.456,0,1.67,0,172.136,0.023,0,0.336,0
1,2967.245,33772.996,907.095,2651.063,1.327,0.945,1.766,203.364,0,2.668,0,113.073,0.056,0,0.222,0,2967.245,33772.996,907.095,2651.063,2.204,1.539,2.962,563.627,0,1.8,0,189.627,0.027,0,0.37,0
1,2965.918,32209.492,884.744,2651.583,1.303,0.933,1.726,194.476,0,2.781,0,110.507,0.057,0,0.217,0,2965.918,32209.492,884.744,2651.583,2.243,1.567,3.015,584.112,0,2.116,0,192.984,0.034,0,0.377,0
1,2970.444,19906.346,704.401,2647.945,1.003,0.692,1.357,121.251,0,2.281,0,86.897,0.05,0,0.172,0,2970.444,19906.346,704.401,2647.945,2.259,1.58,3.035,593.029,0,2.453,0,194.289,0.05,0,0.38,0
1,2970.929,8057.534,438.063,2657.345,0.646,0.457,0.862,49.017,0,1.54,0,55.231,0.021,0,0.109,0,2970.929,8057.534,438.063,2657.345,2.264,1.585,3.038,596.698,0,3.157,0,194.478,0.089,0,0.381,0
1,2963.776,1557.859,201.705,2629.676,0.281,0.194,0.379,9.414,0,0.569,0,24.308,0.002,0,0.047,0,2963.776,1557.859,201.705,2629.676,2.268,1.59,3.042,599.401,0,3.404,0,194.73,0.107,0,0.382,0
1,2962.737,4702.677,348.884,2626.507,0.491,0.346,0.657,28.3,0,0.787,0,42.095,0.009,0,0.083,0,2962.737,4702.677,348.884,2626.507,2.273,1.591,3.051,601.462,0,2.794,0,195.32,0.083,0,0.383,0
1,2963.923,11030.389,530.831,2633.327,0.754,0.53,1.009,66.423,0,1.125,0,64.612,0.018,0,0.127,0,2963.923,11030.389,530.831,2633.327,2.282,1.596,3.063,604.75,0,2.796,0,196.087,0.061,0,0.384,0
